project_id,risk_category,duration_proposed_to_scrutiny,duration_scrutiny_to_notification,duration_notification_to_declaration,duration_declaration_to_award,duration_award_to_compensation,duration_compensation_to_possession,duration_possession_to_closed,area_acquired_hectares,dispute_duration_days,pending_approvals_count,avg_approval_turnaround_days,stakeholder_responsiveness_score,compensation_assessed_inr,compensation_disbursed_inr,compensation_disbursed_pct,affected_families,displaced_families,rr_progress_percent,cohort_benchmark_days,legal_dispute_flag,documentation_complete,rr_required,project_type,state,status,dispute_type
PRJ-00945,High,111,70,82,140,97,92,50,5.6,230,3,12.9,2.0,260245.0,65686.0,0.2524,152,13,19.5,404,0,1,1,Railway,West Bengal,planned,encroachment
PRJ-00946,High,106,69,83,105,86,125,57,6.6,46,2,37.2,3.4,18881.0,8846.0,0.4685,254,58,44.6,550,1,0,1,Railway,Tamil Nadu,on_hold,legal_challenge
PRJ-00947,Medium,47,62,74,57,76,95,37,1.93,0,2,36.5,2.7,118850.0,62658.0,0.5272,185,97,55.5,400,1,0,0,Railway,Rajasthan,planned,none
PRJ-00948,High,95,70,143,121,91,88,61,5.76,52,2,54.3,2.6,84395.0,0.0,0.0,226,105,11.9,441,0,0,0,Power Line,Andhra Pradesh,active,none
PRJ-00949,Medium,67,53,123,109,60,65,63,2.17,19,1,41.9,1.9,17827.0,9413.0,0.528,476,115,60.5,559,0,1,0,Power Line,Gujarat,completed,encroachment
PRJ-00950,Low,83,61,108,74,56,131,53,1.16,38,0,19.0,5.2,360154.0,360154.0,1.0,159,38,78.4,552,0,1,0,Industrial,Telangana,active,boundary
PRJ-00951,High,69,79,149,76,55,88,55,5.27,186,2,42.5,2.2,322163.0,163466.0,0.5074,262,195,3.2,764,0,1,1,Border Infrastructure,Uttar Pradesh,planned,compensation
PRJ-00952,Low,47,77,130,81,38,88,59,2.55,5,0,28.4,2.4,42113.0,36824.0,0.8744,391,43,73.3,554,1,1,0,Border Infrastructure,Uttar Pradesh,planned,legal_challenge
PRJ-00953,High,69,79,134,119,44,93,66,3.54,151,1,15.3,3.3,25158.0,5620.0,0.2234,211,113,27.8,636,0,1,1,Industrial,West Bengal,on_hold,none
PRJ-00954,High,108,72,155,124,96,129,75,3.92,275,0,34.4,4.9,415448.0,150351.0,0.3619,175,83,0.0,548,0,1,1,Highway,Maharashtra,planned,boundary
PRJ-00955,Medium,95,38,117,101,55,127,69,8.03,14,1,21.2,3.9,7371705.0,3634251.0,0.493,384,297,76.0,469,1,1,1,Highway,Maharashtra,planned,title_dispute
PRJ-00956,Critical,80,73,157,130,63,137,79,2.42,2,6,53.9,4.2,421044.0,0.0,0.0,324,178,6.6,458,1,0,1,Resettlement,Tamil Nadu,on_hold,title_dispute
PRJ-00957,Low,81,54,72,54,104,55,35,5.2,10,0,43.9,0.9,580197.0,473151.0,0.8155,247,4,99.0,658,1,1,1,Railway,Tamil Nadu,planned,legal_challenge
PRJ-00958,Critical,80,72,139,99,112,112,84,10.66,117,7,10.8,1.4,83433.0,5356.0,0.0642,138,90,28.0,748,0,1,1,Resettlement,Karnataka,completed,encroachment
PRJ-00959,Low,93,49,69,72,35,44,31,19.14,1,0,33.2,3.4,468073.0,468073.0,1.0,92,37,100.0,758,1,1,1,Border Infrastructure,Karnataka,active,title_dispute
PRJ-00960,Medium,106,68,146,80,77,97,53,25.89,168,1,36.4,2.1,143191.0,96668.0,0.6751,205,63,39.1,454,1,1,1,Resettlement,Rajasthan,planned,legal_challenge
PRJ-00961,Medium,99,60,138,109,60,89,81,5.6,131,2,9.9,2.8,173286.0,96624.0,0.5576,10,4,43.6,417,0,1,0,Industrial,Uttar Pradesh,planned,boundary
PRJ-00962,High,45,81,163,119,80,61,78,1.78,206,3,45.0,2.6,32626.0,16346.0,0.501,9,7,15.9,583,0,1,1,Resettlement,Maharashtra,active,encroachment
PRJ-00963,Low,52,34,82,71,45,47,50,8.04,21,0,14.3,1.6,43472.0,25814.0,0.5938,185,97,100.0,688,1,1,1,Resettlement,Gujarat,completed,legal_challenge
PRJ-00964,Low,43,54,79,137,100,73,58,7.66,22,0,49.1,3.1,729063.0,729063.0,1.0,197,151,100.0,710,0,1,1,Resettlement,Tamil Nadu,on_hold,encroachment
PRJ-00965,High,66,60,98,101,80,146,69,9.02,210,3,48.3,4.7,309019.0,0.0,0.0,304,150,47.9,606,1,0,0,Power Line,Andhra Pradesh,on_hold,compensation
PRJ-00966,Critical,113,84,174,124,116,135,60,18.52,227,4,28.5,1.0,68352.0,33684.0,0.4928,394,72,0.0,795,0,1,1,Highway,Gujarat,planned,encroachment
PRJ-00967,High,69,66,176,33,67,79,78,2.53,191,0,24.4,1.2,40733.0,4998.0,0.1227,36,17,15.6,458,1,0,1,Highway,Gujarat,active,title_dispute
PRJ-00968,High,91,60,118,59,81,98,62,13.76,9,1,45.7,2.8,231393.0,61898.0,0.2675,169,14,22.3,630,1,1,0,Border Infrastructure,Karnataka,on_hold,legal_challenge
PRJ-00969,Medium,91,57,96,40,67,121,57,3.49,56,1,58.4,4.2,209711.0,121800.0,0.5808,120,19,96.9,482,0,1,0,Railway,Telangana,active,compensation
PRJ-00970,High,106,81,155,84,86,133,87,7.98,47,2,9.3,0.4,403555.0,59000.0,0.1462,22,14,0.0,402,1,0,1,Railway,Karnataka,planned,title_dispute
PRJ-00971,High,73,67,148,45,111,120,73,20.32,223,5,46.8,5.5,70634.0,10214.0,0.1446,259,39,3.2,506,0,1,1,Highway,Andhra Pradesh,on_hold,compensation
PRJ-00972,High,68,57,145,87,65,69,55,6.91,140,2,33.4,1.6,24956.0,5957.0,0.2387,452,25,46.6,440,1,1,1,Resettlement,West Bengal,active,none
PRJ-00973,Low,58,54,77,88,61,63,64,10.44,14,0,18.4,2.1,291173.0,291173.0,1.0,16,2,88.7,548,0,1,1,Highway,Karnataka,completed,compensation
PRJ-00974,Low,61,34,69,102,36,44,63,15.56,21,0,5.1,5.7,23010423.0,23010423.0,1.0,441,182,92.4,712,0,1,1,Highway,West Bengal,active,boundary
PRJ-00975,Medium,79,76,112,81,33,95,37,18.7,63,0,32.7,1.9,651763.0,225640.0,0.3462,21,5,35.8,533,1,1,0,Railway,Maharashtra,planned,legal_challenge
PRJ-00976,High,108,54,174,39,71,78,36,6.08,137,0,45.3,3.5,54028.0,30888.0,0.5717,125,49,32.8,688,1,1,0,Industrial,Maharashtra,active,legal_challenge
PRJ-00977,High,53,72,139,105,57,78,59,14.0,187,0,20.4,4.3,168929.0,67335.0,0.3986,459,202,48.4,466,0,0,1,Resettlement,Maharashtra,planned,encroachment
PRJ-00978,Medium,106,64,171,92,54,62,50,2.83,85,1,5.4,0.8,360023.0,232287.0,0.6452,405,275,77.1,516,1,0,1,Border Infrastructure,Maharashtra,active,title_dispute
PRJ-00979,High,94,53,130,88,95,108,64,2.11,6,5,47.9,4.8,83681.0,49363.0,0.5899,251,10,31.0,792,1,1,1,Railway,Gujarat,completed,title_dispute
PRJ-00980,Medium,79,45,167,101,86,50,68,5.09,137,2,47.6,0.7,14369.0,7561.0,0.5262,185,28,41.2,623,0,1,1,Railway,Uttar Pradesh,active,none
PRJ-00981,High,67,44,163,105,79,106,71,3.13,206,0,55.7,2.6,286881.0,59671.0,0.208,415,4,0.0,768,1,0,1,Industrial,Maharashtra,completed,title_dispute
PRJ-00982,Medium,72,51,153,80,77,117,42,3.02,45,1,17.6,0.4,201820.0,96087.0,0.4761,313,164,67.3,525,0,1,1,Industrial,Maharashtra,completed,compensation
PRJ-00983,Medium,66,77,98,45,59,52,44,2.66,69,0,39.0,3.3,1067320.0,672625.0,0.6302,258,145,70.6,582,0,1,1,Power Line,Karnataka,planned,none
PRJ-00984,Medium,58,47,68,66,93,91,41,0.89,33,1,37.5,2.6,85741.0,33139.0,0.3865,362,156,93.3,453,1,0,1,Resettlement,Rajasthan,on_hold,title_dispute
PRJ-00985,Low,97,74,62,117,35,51,49,4.81,5,0,31.4,0.8,286658.0,252546.0,0.881,123,30,94.9,683,0,1,0,Power Line,Uttar Pradesh,completed,boundary
PRJ-00986,Medium,82,58,130,63,94,59,55,2.54,102,0,9.1,4.9,498077.0,285846.0,0.5739,15,5,96.4,417,1,1,1,Highway,Tamil Nadu,active,title_dispute
PRJ-00987,Low,64,45,133,44,61,88,71,2.1,18,0,53.6,5.7,255460.0,125942.0,0.493,258,3,98.9,595,0,1,1,Border Infrastructure,Telangana,on_hold,none
PRJ-00988,Low,112,46,117,96,57,105,50,14.41,8,0,27.6,3.1,52881.0,36520.0,0.6906,282,172,100.0,413,1,1,0,Power Line,Tamil Nadu,completed,legal_challenge
PRJ-00989,Medium,105,60,119,84,45,99,59,2.27,108,2,41.4,2.7,169459.0,117181.0,0.6915,448,153,64.4,773,0,1,1,Resettlement,West Bengal,active,none
PRJ-00990,Critical,107,39,87,60,104,112,65,2.05,137,7,10.8,0.9,7882.0,1897.0,0.2407,242,82,0.0,768,1,1,0,Railway,Karnataka,completed,title_dispute
PRJ-00991,Critical,109,58,107,135,105,81,50,8.69,120,1,51.1,1.1,90644.0,770.0,0.0085,469,5,0.0,749,1,1,1,Border Infrastructure,Tamil Nadu,completed,title_dispute
PRJ-00992,Medium,76,59,120,49,70,111,57,3.88,10,2,44.3,2.7,370017.0,168432.0,0.4552,190,40,42.8,528,0,1,0,Railway,Gujarat,on_hold,boundary
PRJ-00993,Critical,86,74,142,117,107,125,68,5.63,192,5,30.4,0.8,151893.0,0.0,0.0,13,4,6.8,638,1,1,1,Resettlement,Karnataka,on_hold,boundary
PRJ-00994,Medium,79,56,89,134,97,55,69,8.62,23,2,24.1,5.2,103163.0,46372.0,0.4495,464,226,41.8,560,0,1,1,Industrial,Andhra Pradesh,completed,none
PRJ-00995,Medium,61,81,169,87,45,75,53,8.97,20,0,33.3,2.1,212663.0,122770.0,0.5773,451,222,100.0,425,0,1,1,Resettlement,Rajasthan,completed,compensation
PRJ-00996,Medium,44,59,95,80,84,96,41,7.73,89,0,37.5,2.6,357459.0,224449.0,0.6279,36,27,59.9,532,1,1,1,Power Line,Tamil Nadu,completed,legal_challenge
PRJ-00997,Medium,70,40,132,87,92,101,39,3.88,12,0,26.0,1.2,421309.0,356764.0,0.8468,264,93,49.3,661,1,0,1,Railway,West Bengal,planned,legal_challenge
PRJ-00998,High,72,58,114,77,86,127,56,5.76,92,1,15.3,2.7,198879.0,25576.0,0.1286,17,4,29.6,584,0,1,1,Resettlement,Telangana,completed,none
PRJ-00999,Low,63,36,94,80,53,83,46,30.11,5,0,23.3,3.1,87014.0,87014.0,1.0,153,113,88.0,702,1,1,0,Border Infrastructure,West Bengal,on_hold,legal_challenge
PRJ-01000,Medium,63,65,100,88,65,55,51,3.32,112,0,44.9,1.2,74396.0,62381.0,0.8385,341,198,44.4,595,0,1,0,Railway,West Bengal,on_hold,compensation
PRJ-01001,High,72,37,150,95,100,116,77,5.89,197,0,20.7,3.3,106520.0,31903.0,0.2995,315,119,0.0,668,1,1,1,Railway,Gujarat,completed,legal_challenge
PRJ-01002,Medium,36,46,96,53,75,63,48,18.31,60,0,54.4,1.7,86170.0,76519.0,0.888,238,59,56.3,459,0,1,0,Railway,Gujarat,on_hold,compensation
PRJ-01003,Medium,109,80,106,72,107,90,50,1.96,21,2,19.7,3.4,17368.0,15494.0,0.8921,339,131,36.4,517,0,1,1,Resettlement,Uttar Pradesh,planned,boundary
PRJ-01004,High,100,53,150,77,90,94,46,2.12,229,1,14.7,5.2,463281.0,149547.0,0.3228,315,65,28.5,546,0,0,1,Industrial,Telangana,active,encroachment
PRJ-01005,High,85,57,86,103,105,125,82,3.85,89,1,24.5,0.5,444351.0,0.0,0.0,453,164,46.0,485,1,0,1,Industrial,Andhra Pradesh,completed,title_dispute
PRJ-01006,Low,38,86,103,87,54,73,76,2.96,1,0,13.4,1.4,9424.0,9424.0,1.0,17,9,100.0,437,1,1,0,Power Line,Andhra Pradesh,completed,title_dispute
PRJ-01007,Medium,57,49,113,79,60,109,56,1.89,114,1,34.3,2.2,201301.0,175031.0,0.8695,369,86,44.5,572,0,1,0,Border Infrastructure,Uttar Pradesh,on_hold,compensation
PRJ-01008,High,108,70,99,115,55,128,67,2.83,133,5,25.9,2.4,88424.0,0.0,0.0,471,154,0.0,630,0,1,1,Highway,Telangana,planned,none
PRJ-01009,Low,67,50,81,37,69,119,38,2.88,55,1,49.5,1.0,448356.0,448356.0,1.0,47,5,72.9,403,1,1,1,Power Line,Madhya Pradesh,active,title_dispute
PRJ-01010,Low,45,35,95,108,79,74,54,7.38,53,0,30.6,4.0,586666.0,586666.0,1.0,488,301,100.0,518,0,1,0,Border Infrastructure,Madhya Pradesh,on_hold,encroachment
PRJ-01011,Medium,62,48,103,85,63,65,65,2.45,52,0,25.3,3.5,893204.0,255635.0,0.2862,493,56,54.0,776,0,1,1,Railway,Andhra Pradesh,completed,boundary
PRJ-01012,Medium,70,68,141,74,65,57,37,2.85,29,0,45.4,2.7,19965.0,18518.0,0.9275,152,33,61.1,624,0,1,0,Railway,Rajasthan,on_hold,none
PRJ-01013,Medium,79,48,143,72,93,97,62,6.47,47,0,6.8,2.3,271514.0,133938.0,0.4933,110,48,47.2,660,0,0,0,Railway,Rajasthan,planned,compensation
PRJ-01014,Medium,84,71,128,83,73,104,74,2.23,6,2,56.2,0.8,35261.0,21929.0,0.6219,109,24,62.1,692,0,1,1,Railway,Andhra Pradesh,active,none
PRJ-01015,High,64,78,133,128,73,55,64,9.42,43,4,57.6,1.3,719419.0,281365.0,0.3911,460,159,41.3,534,1,0,1,Resettlement,Madhya Pradesh,planned,title_dispute
PRJ-01016,High,87,72,150,84,102,138,66,10.39,90,0,41.4,4.1,743991.0,214344.0,0.2881,172,21,33.3,571,0,1,1,Resettlement,Tamil Nadu,planned,boundary
PRJ-01017,High,100,48,77,132,58,120,75,2.54,13,4,41.7,5.7,15074.0,9251.0,0.6137,56,41,38.9,666,1,1,0,Power Line,Andhra Pradesh,planned,title_dispute
PRJ-01018,Low,45,57,114,114,85,122,69,5.87,26,0,25.9,5.8,994852.0,976746.0,0.9818,349,54,90.2,640,0,1,0,Power Line,Maharashtra,planned,compensation
PRJ-01019,Critical,106,67,129,84,81,67,86,1.97,231,2,24.4,3.5,172218.0,26315.0,0.1528,6,2,1.1,651,1,1,1,Industrial,Rajasthan,active,title_dispute
PRJ-01020,Medium,47,36,98,86,45,64,50,4.56,51,0,9.7,2.1,197656.0,177673.0,0.8989,331,92,71.5,671,1,1,1,Highway,Tamil Nadu,completed,title_dispute
PRJ-01021,High,92,75,155,138,94,106,59,7.0,166,4,59.7,1.4,2396672.0,860405.0,0.359,311,88,0.0,646,0,0,1,Resettlement,Tamil Nadu,active,boundary
PRJ-01022,Medium,57,63,143,114,51,116,47,10.87,53,0,21.8,0.8,48042.0,48042.0,1.0,95,35,93.0,563,0,1,1,Border Infrastructure,Rajasthan,completed,boundary
PRJ-01023,Medium,84,75,110,61,62,80,65,7.7,49,0,45.2,3.6,795065.0,474336.0,0.5966,153,32,63.3,510,1,1,0,Border Infrastructure,Tamil Nadu,completed,legal_challenge
PRJ-01024,High,63,56,142,131,61,58,78,3.73,141,4,25.8,2.6,95160.0,19260.0,0.2024,419,148,27.4,604,0,0,1,Railway,Maharashtra,on_hold,boundary
PRJ-01025,Medium,45,67,92,123,66,98,49,6.34,50,0,35.8,0.5,921911.0,558586.0,0.6059,279,46,68.0,720,1,1,1,Resettlement,Gujarat,planned,boundary
PRJ-01026,Medium,113,72,78,79,80,107,62,2.57,5,3,15.1,2.5,457627.0,160764.0,0.3513,51,31,48.1,570,1,1,1,Resettlement,Telangana,active,legal_challenge
PRJ-01027,Medium,43,60,95,88,87,109,41,18.0,57,0,47.6,3.1,67304.0,41648.0,0.6188,85,56,96.0,602,1,1,1,Highway,Andhra Pradesh,planned,legal_challenge
PRJ-01028,Medium,46,63,97,58,49,68,58,4.35,36,2,10.3,3.3,248619.0,153199.0,0.6162,380,75,61.7,406,1,0,1,Resettlement,Gujarat,active,boundary
PRJ-01029,Low,39,33,112,63,83,38,35,10.35,6,0,21.8,1.9,114817.0,114817.0,1.0,17,3,99.4,795,0,1,1,Highway,Andhra Pradesh,completed,encroachment
PRJ-01030,High,96,68,92,117,62,99,73,7.77,112,0,41.9,4.7,135707.0,23260.0,0.1714,44,2,5.1,769,0,1,1,Border Infrastructure,Karnataka,completed,compensation
PRJ-01031,High,102,68,82,140,100,67,81,0.82,147,2,30.4,1.8,210967.0,74556.0,0.3534,430,208,16.8,559,0,1,0,Railway,Andhra Pradesh,active,none
PRJ-01032,Low,68,38,76,108,54,83,49,3.94,33,0,20.8,5.4,899038.0,655309.0,0.7289,197,45,97.4,447,0,1,1,Resettlement,Rajasthan,completed,compensation
PRJ-01033,High,62,67,141,72,63,78,64,10.63,66,3,32.6,6.4,26699.0,8672.0,0.3248,13,10,56.5,772,1,1,1,Border Infrastructure,Rajasthan,on_hold,title_dispute
PRJ-01034,Medium,57,54,114,72,85,99,52,6.34,2,1,47.8,4.7,41204.0,33392.0,0.8104,399,74,68.8,589,0,1,1,Power Line,Andhra Pradesh,planned,encroachment
PRJ-01035,Medium,55,61,95,62,37,101,56,3.49,59,3,14.3,2.6,25261.0,17837.0,0.7061,308,61,58.0,472,0,1,0,Power Line,Tamil Nadu,planned,none
PRJ-01036,Medium,73,77,87,139,87,83,59,3.0,40,1,17.0,5.9,423526.0,289819.0,0.6843,432,52,75.0,564,0,1,0,Industrial,Telangana,planned,encroachment
PRJ-01037,High,98,75,103,138,67,102,48,1.21,221,5,24.4,4.4,172427.0,76195.0,0.4419,165,126,0.0,520,1,1,0,Power Line,Rajasthan,active,legal_challenge
PRJ-01038,Medium,71,81,159,138,95,122,48,6.84,16,2,58.0,3.7,50621.0,23934.0,0.4728,70,42,37.3,482,0,0,1,Railway,Andhra Pradesh,planned,none
PRJ-01039,Medium,68,46,93,48,100,95,30,8.33,45,1,5.5,5.2,4451179.0,2668927.0,0.5996,76,45,79.2,680,0,0,1,Highway,Karnataka,completed,encroachment
PRJ-01040,Critical,116,58,157,73,79,106,55,1.72,319,3,35.7,2.9,62437.0,4071.0,0.0652,272,70,0.0,590,1,1,1,Border Infrastructure,Karnataka,on_hold,title_dispute
PRJ-01041,Critical,61,82,151,73,83,135,74,3.6,180,7,18.3,1.6,952684.0,76596.0,0.0804,314,63,17.7,636,1,0,1,Railway,Rajasthan,active,legal_challenge
PRJ-01042,Medium,71,47,117,85,62,140,72,5.45,28,0,30.4,4.0,54465.0,54465.0,1.0,245,13,70.1,402,0,1,0,Industrial,Tamil Nadu,completed,none
PRJ-01043,Low,59,70,168,40,38,41,57,13.69,14,0,27.3,1.4,1606340.0,1451810.0,0.9038,39,10,81.8,686,0,1,1,Border Infrastructure,Andhra Pradesh,on_hold,none
PRJ-01044,High,80,61,155,126,95,86,69,1.48,91,2,23.9,2.2,8008.0,4333.0,0.5411,324,198,37.2,530,0,1,1,Resettlement,Gujarat,on_hold,encroachment
PRJ-01045,High,66,52,133,114,46,78,64,11.92,104,1,33.1,1.5,401179.0,302088.0,0.753,139,62,26.5,464,0,1,1,Highway,Gujarat,active,none
PRJ-01046,Critical,78,76,136,104,107,55,82,4.56,297,6,32.0,2.8,577972.0,146169.0,0.2529,112,15,31.0,518,1,1,1,Resettlement,Uttar Pradesh,on_hold,title_dispute
PRJ-01047,Low,42,46,78,112,78,95,57,1.72,0,0,23.1,3.5,344244.0,259939.0,0.7551,44,31,100.0,426,0,1,1,Railway,Karnataka,active,compensation
PRJ-01048,High,58,59,119,117,56,125,75,7.2,93,6,41.8,1.7,92746.0,44574.0,0.4806,206,62,15.8,597,1,1,1,Resettlement,Madhya Pradesh,on_hold,legal_challenge
PRJ-01049,Low,75,74,68,33,72,52,42,2.12,24,0,40.3,2.0,307588.0,286887.0,0.9327,494,65,100.0,724,1,1,1,Resettlement,West Bengal,on_hold,legal_challenge
PRJ-01050,High,106,52,137,93,96,107,65,3.76,88,0,17.1,5.0,3449821.0,905233.0,0.2624,290,208,26.2,733,0,0,1,Border Infrastructure,Tamil Nadu,completed,encroachment
PRJ-01051,High,109,66,153,73,85,101,51,24.29,133,3,31.5,3.6,237752.0,23609.0,0.0993,453,361,54.0,497,1,1,1,Power Line,Madhya Pradesh,on_hold,title_dispute
PRJ-01052,Medium,94,60,103,91,54,104,55,7.75,1,2,39.3,3.1,1400091.0,858816.0,0.6134,173,13,11.1,588,0,1,1,Industrial,Maharashtra,completed,boundary
PRJ-01053,Medium,51,60,125,145,109,134,54,4.41,10,1,51.9,2.5,164383.0,119112.0,0.7246,145,72,61.5,692,1,1,1,Highway,Rajasthan,on_hold,title_dispute
PRJ-01054,Medium,45,61,112,45,42,46,61,4.13,57,1,24.6,0.7,907080.0,325642.0,0.359,418,34,70.4,589,1,1,1,Railway,Madhya Pradesh,completed,encroachment
PRJ-01055,High,106,61,115,124,79,130,61,4.06,50,0,26.2,1.8,128852.0,26827.0,0.2082,232,118,10.3,431,0,1,1,Industrial,Tamil Nadu,planned,encroachment
PRJ-01056,High,90,37,115,136,110,128,86,4.05,135,1,32.7,2.1,725941.0,263589.0,0.3631,468,369,16.3,769,0,1,0,Power Line,Gujarat,planned,boundary
PRJ-01057,Medium,60,44,148,65,63,61,58,1.91,49,0,46.7,4.0,328215.0,218230.0,0.6649,378,80,91.0,488,0,1,1,Border Infrastructure,Uttar Pradesh,planned,none
PRJ-01058,High,66,57,139,114,40,81,64,8.29,0,2,48.3,1.4,35131.0,18426.0,0.5245,145,65,32.1,460,1,1,0,Border Infrastructure,Andhra Pradesh,active,title_dispute
PRJ-01059,Low,77,53,86,93,44,97,65,4.1,5,0,15.6,4.1,263623.0,231356.0,0.8776,378,26,91.7,562,0,1,0,Railway,Karnataka,completed,none
PRJ-01060,Low,65,62,120,129,38,75,58,4.52,10,0,50.7,5.3,78291.0,78291.0,1.0,433,235,93.6,497,0,1,1,Industrial,Maharashtra,on_hold,encroachment
PRJ-01061,Medium,53,38,107,48,54,52,45,3.17,80,1,54.4,0.3,591609.0,465241.0,0.7864,216,39,85.1,496,0,1,0,Power Line,Uttar Pradesh,on_hold,compensation
PRJ-01062,Low,91,51,82,110,61,114,33,7.06,16,0,18.7,1.3,581104.0,581104.0,1.0,183,113,100.0,667,0,1,0,Power Line,Rajasthan,completed,boundary
PRJ-01063,High,111,67,167,51,54,89,57,2.91,57,3,58.7,5.5,74477.0,23237.0,0.312,182,94,55.0,749,0,0,0,Railway,Maharashtra,completed,compensation
PRJ-01064,Medium,61,70,86,86,39,80,67,18.19,54,2,23.3,1.5,1173287.0,486914.0,0.415,116,43,20.3,416,0,1,0,Railway,Andhra Pradesh,on_hold,none
PRJ-01065,Medium,67,56,97,93,75,85,41,0.78,93,1,32.0,2.4,159543.0,124842.0,0.7825,342,160,76.8,417,1,1,1,Industrial,Madhya Pradesh,completed,legal_challenge
PRJ-01066,Medium,74,50,116,92,119,98,65,0.76,81,0,49.7,2.4,208747.0,97798.0,0.4685,100,73,54.1,556,0,1,1,Highway,West Bengal,active,encroachment
PRJ-01067,High,64,57,140,94,41,101,59,4.48,127,3,44.0,3.1,667506.0,275480.0,0.4127,247,164,34.9,529,1,1,0,Border Infrastructure,Maharashtra,completed,legal_challenge
PRJ-01068,Low,70,34,89,121,53,135,32,7.3,4,0,32.5,0.8,86064.0,86064.0,1.0,60,20,100.0,796,0,1,0,Power Line,Madhya Pradesh,completed,boundary
PRJ-01069,Critical,61,75,109,102,64,46,56,9.91,316,7,34.5,4.2,1274174.0,488773.0,0.3836,106,80,25.0,690,0,0,1,Railway,Tamil Nadu,active,boundary
PRJ-01070,High,72,31,160,127,58,95,73,9.3,187,4,12.7,3.5,47690.0,10082.0,0.2114,89,32,34.1,737,1,1,1,Highway,Maharashtra,on_hold,compensation
PRJ-01071,Low,89,37,87,59,58,103,48,4.9,24,1,29.5,3.2,298383.0,276840.0,0.9278,51,29,90.6,478,0,1,1,Resettlement,Rajasthan,planned,compensation
PRJ-01072,Medium,62,39,67,67,35,63,52,5.23,83,2,56.4,5.3,417646.0,281535.0,0.6741,356,112,76.6,508,0,1,1,Highway,West Bengal,completed,compensation
PRJ-01073,Medium,100,51,102,77,81,88,77,2.01,62,0,33.1,2.1,91166.0,24943.0,0.2736,209,129,48.5,544,0,1,1,Power Line,Madhya Pradesh,active,none
PRJ-01074,High,54,32,165,129,73,143,65,5.35,146,0,51.4,4.4,146358.0,46791.0,0.3197,118,83,47.8,491,0,1,1,Railway,Uttar Pradesh,planned,boundary
PRJ-01075,High,59,62,116,95,77,107,81,4.56,45,4,47.2,5.4,246762.0,120247.0,0.4873,101,3,47.1,554,0,1,0,Railway,Maharashtra,completed,none
PRJ-01076,Medium,40,68,87,65,74,68,62,2.22,95,0,41.1,2.7,29583.0,7511.0,0.2539,138,105,56.2,615,0,1,0,Industrial,Uttar Pradesh,on_hold,boundary
PRJ-01077,High,74,38,170,108,82,91,66,1.33,34,4,30.5,0.9,23401.0,8958.0,0.3828,416,268,49.1,482,0,1,1,Border Infrastructure,Karnataka,planned,boundary
PRJ-01078,Critical,115,69,176,93,73,123,66,1.38,196,5,39.0,3.1,916189.0,0.0,0.0,399,17,0.2,617,1,0,1,Highway,Madhya Pradesh,completed,title_dispute
PRJ-01079,Medium,59,74,90,123,70,99,42,2.17,90,1,15.9,0.9,24902.0,10489.0,0.4212,437,187,64.9,586,1,0,1,Railway,Karnataka,completed,legal_challenge
PRJ-01080,Low,81,63,64,59,36,97,60,3.77,0,0,30.1,2.8,5300.0,5256.0,0.9917,490,366,100.0,702,1,1,0,Railway,Uttar Pradesh,completed,title_dispute
PRJ-01081,Low,83,40,143,145,95,94,64,1.58,6,0,42.2,3.1,263691.0,223030.0,0.8458,67,46,80.4,635,0,1,0,Power Line,Telangana,completed,encroachment
PRJ-01082,Medium,68,43,69,68,92,43,51,4.34,3,2,57.3,2.4,1143096.0,554287.0,0.4849,141,20,70.7,582,1,1,1,Border Infrastructure,Rajasthan,on_hold,title_dispute
PRJ-01083,Low,89,44,110,46,44,139,61,4.52,2,0,32.2,1.4,1225844.0,1225844.0,1.0,383,121,60.5,489,1,1,1,Power Line,Rajasthan,planned,legal_challenge
PRJ-01084,Critical,102,69,142,72,111,139,76,4.58,157,6,39.6,1.4,327616.0,8977.0,0.0274,357,176,0.0,775,0,1,1,Power Line,Tamil Nadu,completed,encroachment
PRJ-01085,High,56,57,151,48,57,63,59,8.24,198,0,47.2,5.2,20021.0,8275.0,0.4133,200,82,51.0,771,1,1,1,Resettlement,West Bengal,planned,compensation
PRJ-01086,Low,38,48,97,129,68,84,60,7.45,24,0,18.0,3.6,605256.0,553567.0,0.9146,433,316,88.4,459,0,1,0,Border Infrastructure,Rajasthan,completed,none
PRJ-01087,Critical,111,50,135,111,76,128,76,9.06,152,5,35.3,0.9,275899.0,18954.0,0.0687,115,69,3.0,623,1,0,0,Railway,Telangana,active,title_dispute
PRJ-01088,Medium,65,82,65,138,110,144,56,4.14,36,1,6.4,4.2,185076.0,143008.0,0.7727,144,0,63.0,506,1,0,1,Resettlement,Tamil Nadu,planned,legal_challenge
PRJ-01089,Medium,76,81,108,88,69,76,69,11.2,81,1,48.3,4.9,379440.0,264887.0,0.6981,54,9,62.4,409,0,1,0,Power Line,Uttar Pradesh,active,boundary
PRJ-01090,High,95,74,140,125,69,57,41,6.45,164,3,43.4,3.2,136325.0,35363.0,0.2594,248,184,56.2,406,1,1,1,Border Infrastructure,Telangana,completed,title_dispute
PRJ-01091,High,42,68,108,105,85,92,69,1.19,135,0,45.4,2.6,198983.0,115967.0,0.5828,349,108,6.1,606,1,0,0,Industrial,Madhya Pradesh,completed,title_dispute
